44.07366204,39.70448611,29.863041,35.71540982,3.138022633,1.334805674,104.4915641,78.2191972,35.50132782,126.8681389,54.42425973,25.88385409,141.345509,26.50035669,4.727658137,0
43.97944912,34.90935028,29.84345607,35.55064476,6.615595991,4.467969552,98.87673928,83.00595,32.04032779,121.9670491,50.78363321,25.50464444,135.2890619,28.89872238,5.670958809,0
41.50775492,38.65285289,39.17811599,39.48329752,4.285702351,3.077878628,70.868821,110.5356967,27.78851691,87.89771683,77.22572896,25.20320006,99.63449371,60.16166506,9.102267614,0
41.22801047,26.59178787,28.76321532,40.29299594,1.552919356,2.282517831,73.14968861,101.5232525,26.53330321,100.135378,57.37559655,26.74845839,103.2819729,53.13799471,11.29232958,0
43.57062905,40.72738987,43.99954578,39.44015452,4.276628561,2.615448527,77.52487945,106.405199,25.74543639,117.6321209,47.81962769,21.84347289,131.7798061,30.96994058,8.69939256,0
41.21208441,26.99692573,35.08873558,39.92290834,6.508845869,3.043505328,65.90151431,109.322691,23.58918314,98.84409688,61.45034145,23.10089775,114.6985307,44.41120056,10.84181556,0
42.01796221,45.47495671,37.45162844,39.66865886,4.44446133,2.362319112,81.01916172,105.587515,26.20400392,120.9684066,46.05577343,21.88768676,121.0281355,41.00168437,5.343572787,0
42.16699453,33.6308814,37.32925905,41.71062845,3.973295577,2.87410929,89.24746873,94.1037207,27.72540881,119.6818832,43.56239708,23.40119933,128.599387,30.2126552,6.253053812,0
44.73222754,49.13007913,31.20607684,40.63105473,5.718574592,2.905987071,95.21456005,90.02876835,34.08097068,126.8955404,47.47461858,36.5294971,142.1180146,20.09828271,8.380525982,0
44.91469944,52.29578776,31.74279856,35.41089224,7.14173473,5.654529077,110.1332157,75.17930396,33.18500453,136.1699182,46.60831113,35.27082259,142.2241032,25.09781196,7.768578284,0
46.83812685,47.64832824,34.79180727,37.98611338,5.954180967,5.203228088,117.9030021,66.53201747,33.07480031,140.7877432,38.7508538,35.06697763,142.3822438,20.7603931,9.082109161,0
45.29549689,48.42411129,35.2532267,38.63951544,7.387302051,5.861334596,112.8027759,69.4642999,35.43007928,141.1463761,39.24884829,34.22602513,147.6639142,17.25564873,9.922181513,0
46.17228551,49.66231583,30.30679812,39.80645972,4.272305504,4.770542132,123.0146227,62.02803385,33.49906501,145.7064917,39.87424297,34.00747557,156.0135968,11.85659101,9.07714151,0
45.27009038,49.18198421,34.82972393,40.14489168,6.223306815,5.192341404,111.0141288,73.11871644,36.14225777,136.8570845,44.83872772,35.63055252,142.9696905,21.00828062,7.628746305,0
44.10701144,51.06841216,30.45684887,41.1628909,7.259971213,5.616246778,108.9440107,78.05174887,33.11102876,143.5099153,40.46638037,30.41295899,156.1779745,9.356064451,9.580187526,0
42.62512127,50.96907401,32.9793465,41.23379681,5.919561621,3.84423736,115.5506621,71.85958791,38.2144051,137.2555998,47.63303869,35.22861332,144.9848184,20.60786657,11.29573614,0
43.57377622,51.45292835,31.68137743,41.83995921,5.470688055,4.31137275,117.1426663,69.27357199,33.48551933,142.6897652,37.59713388,32.56062242,154.1401553,9.849133808,7.721910304,0
44.23201964,48.34211943,35.65713681,42.29367159,5.70259425,4.177235853,117.5775471,66.10782114,40.88787801,131.9096277,50.44708637,37.72941847,140.2853248,23.59841902,14.58320218,0
43.69315962,44.97086187,40.42234585,41.94772772,4.690764291,4.703504137,117.0418276,67.47492558,33.44589851,137.6931284,42.99437668,31.21174926,151.4624447,11.71313507,8.774555378,0
43.89468074,47.13721293,37.32349449,42.19856681,3.588299605,3.346545188,117.1147109,66.21067018,36.41103245,133.379955,45.99679904,36.08263276,147.4384031,15.32979301,11.04352347,0
44.58161105,45.23836924,38.47808629,41.81533602,4.109606874,3.496583613,115.7710099,67.69780593,37.31613824,133.2082054,46.9983181,35.58454645,145.9602026,18.14728425,12.14670131,0
43.38344816,47.36328559,37.87570619,41.70019016,4.561914865,4.010385009,122.5071612,64.34989946,32.30917438,142.9520141,39.53128399,30.20032412,156.5343086,8.423362458,7.520469622,0
43.77335156,47.12558475,37.2912018,41.06499573,5.749333972,5.481834974,119.2710369,69.95741999,32.69074293,137.7477765,49.06911742,27.89385673,155.4775774,14.11955008,9.37536414,0
43.06939606,49.83087245,35.16997308,40.84349201,4.381479131,4.279243987,122.35085,67.71242159,32.68934766,143.0980237,44.1459794,28.66869275,161.8391094,8.170280655,8.471961867,0
43.78267961,47.73602666,37.19256181,39.93663916,5.519386977,7.671247019,117.2475318,74.96376726,35.79662987,131.7024954,63.48410621,34.02055436,142.4852213,28.34995542,15.46429684,0
40.80662937,50.66902642,36.21281989,38.62996726,7.132910943,6.40650656,121.1766621,69.1251093,32.94952347,135.1002498,54.38543136,27.87840784,148.1319855,22.48363621,10.95987439,0
42.23679996,49.2387904,38.01965652,38.28657535,12.25115298,10.68951026,119.8114221,66.71333606,38.02264158,128.523468,61.87706297,31.52558617,135.5108083,32.50141056,17.63210194,0
40.49278763,52.55617709,32.46976807,37.19440483,12.68265552,9.820286227,119.6176362,68.00597257,35.0224099,135.83212,53.1932105,25.52333484,148.6243125,21.80943699,11.54364861,0
39.64071572,53.09267562,41.42997372,40.86056687,2.028351702,3.78867028,116.8339146,70.39944522,40.47518292,129.6214071,58.34021019,38.32026054,142.258779,25.93452942,13.63277046,0
42.91545705,50.93187736,36.15507652,37.67996442,3.447775889,4.032393463,113.4938847,72.75965374,37.55541973,133.113455,56.58624513,32.85609013,148.3348325,20.19054187,9.350731875,0
43.76197333,51.8715466,35.51574219,37.72621967,5.579903357,4.650110373,108.342261,78.50691433,38.71284495,129.1294615,59.58247795,35.92419408,146.3490829,19.42521092,15.77442893,0
43.1867999,52.05997107,35.43048921,38.13226664,5.519266292,4.428665331,107.7288194,78.37786077,39.24312417,129.2998979,58.1278902,34.98865965,148.0090107,17.9909689,15.02834145,0
43.09838147,47.817409,40.7015532,38.17615597,4.119015378,3.719651355,104.729597,80.02935766,42.57259036,123.0002243,63.43085413,35.37137909,136.3323856,30.00166784,8.113911554,0
41.38556604,50.77080615,37.5016506,39.18120093,3.359789899,1.74289963,106.8054249,69.95437335,48.54227828,123.4113138,53.54638284,41.76569348,123.232241,39.40009058,14.8817633,0
43.70706594,50.72882747,36.48534632,38.43394625,5.813350533,2.716252174,101.630859,77.42176301,45.53047356,116.9731441,60.60028151,40.22696839,116.5531241,44.44875661,22.3925994,0
40.65685636,50.39453557,39.13381772,40.45134469,4.677134601,1.944546203,95.04765651,81.41879811,47.55945935,112.585171,56.74609412,45.0850704,112.1477067,46.46043039,15.78499649,0
